Ngày,Giá đóng,Giá trị thay đổi,% thay đổi,Giá mở,Giá cao nhất,Giá thấp nhất,Tổng KL GD,Tổng GT GD
20/04/2022,"112,000",0.00,0.00,"112,000","113,000","109,600","329,500","36,904,000,000"
19/04/2022,"112,000",-3.50,-3.13,"115,500","117,000","112,000","473,100","52,987,200,000"
18/04/2022,"115,500",0.50,0.43,"115,000","118,600","114,000","335,610","38,762,955,000"
16/04/2022,"115,000",-1.60,-1.39,"116,600","117,900","114,000","312,140","35,896,100,000"
15/04/2022,"115,000",-1.60,-1.39,"116,600","117,900","114,000","312,140","35,896,100,000"
14/04/2022,"116,600",1.50,1.29,"115,100","118,900","115,200","352,940","41,152,804,000"
13/04/2022,"115,100",5.30,4.60,"109,800","115,100","109,800","332,280","38,245,428,000"
12/04/2022,"109,800",1.30,1.18,"108,500","111,500","106,600","316,210","34,719,858,000"
08/04/2022,"108,500",-4.80,-4.42,"113,300","113,900","108,500","406,970","44,156,245,000"
07/04/2022,"113,300",0.30,0.26,"113,000","116,900","112,100","391,520","44,359,216,000"
06/04/2022,"113,000",4.00,3.54,"109,000","114,000","108,400","417,900","47,222,700,000"
05/04/2022,"109,000",-0.30,-0.28,"109,300","111,600","109,000","186,390","20,316,510,000"
04/04/2022,"109,300",-1.70,-1.56,"111,000","113,500","109,300","268,780","29,377,654,000"
01/04/2022,"111,000",4.00,3.60,"107,000","111,000","106,100","431,730","47,922,030,000"
31/03/2022,"107,000",1.00,0.93,"106,000","110,600","104,600","347,230","37,153,610,000"
30/03/2022,"106,000",1.10,1.04,"104,900","107,300","104,500","283,070","30,005,420,000"
29/03/2022,"104,900",6.80,6.48,"98,100","104,900","98,600","822,430","86,272,907,000"
28/03/2022,"98,100",2.40,2.45,"95,700","98,700","95,200","350,160","34,350,696,000"
25/03/2022,"95,700",-0.30,-0.31,"96,000","96,500","95,600","122,810","11,752,917,000"
24/03/2022,"96,000",-0.50,-0.52,"96,500","97,200","95,300","182,370","17,507,520,000"
23/03/2022,"96,500",0.10,0.10,"96,400","97,500","96,000","197,580","19,066,470,000"
22/03/2022,"96,400",1.10,1.14,"95,300","97,000","95,400","207,920","20,043,488,000"
21/03/2022,"95,300",0.20,0.21,"95,100","96,000","95,000","156,070","14,873,471,000"
18/03/2022,"95,100",3.10,3.26,"92,000","96,600","93,000","281,510","26,771,601,000"
17/03/2022,"92,000",0.40,0.43,"91,600","92,700","91,500","118,060","10,861,520,000"
16/03/2022,"91,600",0.60,0.66,"91,000","92,300","90,500","113,960","10,438,736,000"
15/03/2022,"91,000",-0.80,-0.88,"91,800","91,800","89,800","187,200","17,035,200,000"
14/03/2022,"91,800",-1.40,-1.53,"93,200","93,000","90,500","194,300","17,836,740,000"
11/03/2022,"93,200",-1.40,-1.50,"94,600","94,600","92,700","113,900","10,615,480,000"
10/03/2022,"94,600",-0.90,-0.95,"95,500","96,300","94,600","77,870","7,366,502,000"
09/03/2022,"95,500",0.70,0.73,"94,800","96,500","94,600","220,400","21,048,200,000"
08/03/2022,"94,800",1.00,1.05,"93,800","95,400","92,600","222,750","21,116,700,000"
07/03/2022,"93,800",0.30,0.32,"93,500","93,900","92,200","169,800","15,927,240,000"
06/03/2022,"93,500",0.10,0.11,"93,400","93,800","93,000","134,380","12,564,530,000"
04/03/2022,"93,500",0.10,0.11,"93,400","93,800","93,000","134,380","12,564,530,000"
03/03/2022,"93,400",0.30,0.32,"93,100","94,000","93,200","95,760","8,943,984,000"
02/03/2022,"93,100",-0.30,-0.32,"93,400","93,400","92,700","108,890","10,137,659,000"
01/03/2022,"93,400",0.10,0.11,"93,300","94,000","92,500","110,190","10,291,746,000"
28/02/2022,"93,300",1.00,1.07,"92,300","93,500","92,300","150,460","14,037,918,000"
27/02/2022,"92,300",0.30,0.33,"92,000","93,400","92,100","105,990","9,782,877,000"
25/02/2022,"92,300",0.30,0.33,"92,000","93,400","92,100","105,990","9,782,877,000"
24/02/2022,"92,000",-1.00,-1.09,"93,000","93,500","90,000","134,960","12,416,320,000"
23/02/2022,"93,000",0.10,0.11,"92,900","93,900","92,600","97,380","9,056,340,000"
22/02/2022,"92,900",-0.60,-0.65,"93,500","93,300","92,000","115,820","10,759,678,000"
21/02/2022,"93,500",1.30,1.39,"92,200","94,000","92,000","138,600","12,959,100,000"
20/02/2022,"92,200",-0.60,-0.65,"92,800","92,500","91,700","61,880","5,705,336,000"
18/02/2022,"92,200",-0.60,-0.65,"92,800","92,500","91,700","61,880","5,705,336,000"
17/02/2022,"92,800",1.50,1.62,"91,300","92,800","91,000","85,370","7,922,336,000"
16/02/2022,"91,300",0.20,0.22,"91,100","92,500","91,300","61,420","5,607,646,000"
15/02/2022,"91,100",0.10,0.11,"91,000","91,700","90,500","65,540","5,970,694,000"
14/02/2022,"91,000",-0.60,-0.66,"91,600","91,600","90,400","77,410","7,044,310,000"
11/02/2022,"91,600",-0.40,-0.44,"92,000","92,400","91,400","64,160","5,877,056,000"
10/02/2022,"92,000",1.30,1.41,"90,700","92,000","90,200","97,490","8,969,080,000"
09/02/2022,"90,700",0.10,0.11,"90,600","91,700","90,600","114,270","10,364,289,000"
08/02/2022,"90,600",1.10,1.21,"89,500","91,800","89,500","84,510","7,656,606,000"
07/02/2022,"89,500",0.00,0.00,"89,500","90,100","89,000","51,840","4,639,680,000"
01/02/2022,"89,500",3.60,4.02,"85,900","89,500","85,900","155,230","13,893,085,000"
30/01/2022,"89,500",3.60,4.02,"85,900","89,500","85,900","155,230","13,893,085,000"
28/01/2022,"89,500",3.60,4.02,"85,900","89,500","85,900","155,230","13,893,085,000"
27/01/2022,"85,900",-0.10,-0.12,"86,000","86,700","85,400","71,960","6,181,364,000"
26/01/2022,"86,000",-0.50,-0.58,"86,500","87,000","85,500","91,360","7,856,960,000"
25/01/2022,"86,500",1.20,1.39,"85,300","87,500","84,000","119,260","10,315,990,000"
24/01/2022,"85,300",-2.90,-3.40,"88,200","88,500","85,000","202,420","17,266,426,000"
21/01/2022,"88,200",-0.60,-0.68,"88,800","89,800","88,200","84,120","7,419,384,000"
20/01/2022,"90,900",2.60,2.86,"88,300","91,000","88,300","82,440","7,493,796,000"
19/01/2022,"88,400",0.30,0.34,"88,100","89,200","88,000","70,230","6,208,332,000"
18/01/2022,"88,900",-0.10,-0.11,"89,000","89,600","88,000","87,010","7,735,189,000"
17/01/2022,"90,000",-1.30,-1.44,"91,300","91,300","89,800","76,430","6,878,700,000"
16/01/2022,"91,300",-0.80,-0.88,"92,100","92,100","90,900","68,670","6,269,571,000"
14/01/2022,"91,300",-0.80,-0.88,"92,100","92,100","90,900","68,670","6,269,571,000"
13/01/2022,"92,100",2.50,2.71,"89,600","92,700","89,800","181,180","16,686,678,000"
12/01/2022,"89,600",0.10,0.11,"89,500","90,600","88,500","174,070","15,596,672,000"
11/01/2022,"89,500",-2.50,-2.79,"92,000","92,200","89,100","250,930","22,458,235,000"
10/01/2022,"92,000",-1.40,-1.52,"93,400","93,500","91,900","188,240","17,318,080,000"
09/01/2022,"93,400",-0.10,-0.11,"93,500","93,700","93,100","101,680","9,496,912,000"
07/01/2022,"93,400",-0.10,-0.11,"93,500","93,700","93,100","101,680","9,496,912,000"
06/01/2022,"93,500",-0.10,-0.11,"93,600","94,000","93,500","119,240","11,148,940,000"
05/01/2022,"93,600",0.10,0.11,"93,500","94,200","93,500","119,380","11,173,968,000"
04/01/2022,"93,500",0.50,0.53,"93,000","94,200","93,300","193,500","18,092,250,000"
03/01/2022,"95,500",-1.70,-1.78,"97,200","97,800","95,500","200,970","19,192,635,000"
31/12/2021,"93,000",-0.60,-0.65,"93,600","94,400","93,000","160,740","14,948,820,000"
30/12/2021,"93,600",0.20,0.21,"93,600","94,300","93,500","81,080","7,589,088,000"
29/12/2021,"93,600",-0.90,-0.96,"94,500","94,800","93,600","91,220","8,538,192,000"
23/12/2021,"95,000",-0.20,-0.21,"95,200","95,400","94,600","167,050","15,869,750,000"
22/12/2021,"95,000",-0.20,-0.21,"95,200","95,400","94,600","167,050","15,869,750,000"
21/12/2021,"95,200",-0.60,-0.63,"95,800","95,900","95,100","111,230","10,589,096,000"
20/12/2021,"95,800",-0.60,-0.63,"96,400","96,500","95,500","101,980","9,769,684,000"
17/12/2021,"96,400",0.90,0.93,"95,500","97,000","95,500","115,210","11,106,244,000"
16/12/2021,"95,500",-0.40,-0.42,"95,900","97,500","95,500","124,500","11,889,750,000"
15/12/2021,"95,900",0.20,0.21,"95,700","96,300","95,600","80,840","7,752,556,000"
14/12/2021,"95,700",-0.30,-0.31,"96,000","96,400","95,400","114,450","10,952,865,000"
13/12/2021,"96,000",0.20,0.21,"95,800","96,500","95,600","90,020","8,641,920,000"
10/12/2021,"95,800",-1.20,-1.25,"97,000","97,000","95,400","116,000","11,112,800,000"
09/12/2021,"97,000",1.40,1.44,"95,600","97,000","95,100","99,310","9,633,070,000"
08/12/2021,"95,600",-0.40,-0.42,"96,000","96,500","95,000","106,480","10,179,488,000"
07/12/2021,"96,000",1.50,1.56,"94,500","96,000","94,500","145,100","13,929,600,000"
06/12/2021,"94,500",-1.00,-1.06,"95,500","96,500","94,200","239,380","22,621,410,000"
04/12/2021,"95,500",-1.70,-1.78,"97,200","97,800","95,500","200,970","19,192,635,000"
03/12/2021,"95,500",-1.70,-1.78,"97,200","97,800","95,500","200,970","19,192,635,000"
02/12/2021,"97,200",-1.00,-1.03,"98,200","98,300","97,200","95,290","9,262,188,000"
01/12/2021,"98,200",1.10,1.12,"97,100","98,600","96,700","125,490","12,323,118,000"
30/11/2021,"97,100",-1.00,-1.03,"98,100","98,500","97,000","256,310","24,887,701,000"
29/11/2021,"98,100",-0.80,-0.82,"98,900","98,900","97,500","199,300","19,551,330,000"
28/11/2021,"98,900",-1.10,-1.11,"100,000","100,800","98,800","199,620","19,742,418,000"
26/11/2021,"98,900",-1.10,-1.11,"100,000","100,800","98,800","199,620","19,742,418,000"
25/11/2021,"100,000",2.10,2.10,"97,900","101,800","98,300","548,740","54,874,000,000"
24/11/2021,"97,900",1.30,1.33,"96,600","98,400","96,400","244,560","23,942,424,000"
23/11/2021,"96,600",1.60,1.66,"95,000","96,600","94,900","115,080","11,116,728,000"
22/11/2021,"95,000",-0.30,-0.32,"95,300","96,000","95,000","167,010","15,865,950,000"
19/11/2021,"95,300",-1.20,-1.26,"96,500","97,800","95,100","248,130","23,646,789,000"
18/11/2021,"96,500",-1.80,-1.87,"98,300","98,700","96,500","200,500","19,348,250,000"
17/11/2021,"98,300",-0.10,-0.10,"98,300","98,400","98,000","118,620","11,660,346,000"
16/11/2021,"98,300",1.00,1.02,"97,300","99,500","96,800","350,620","34,465,946,000"
15/11/2021,"97,300",-0.70,-0.72,"98,000","98,500","97,300","190,890","18,573,597,000"
14/11/2021,"104,800",8.80,8.40,"96,000","98,200","95,900","8,513,410","892,205,368,000"
12/11/2021,"98,000",2.00,2.04,"96,000","98,200","95,900","224,030","21,954,940,000"
11/11/2021,"96,000",-1.00,-1.04,"97,000","98,000","95,800","212,220","20,373,120,000"
10/11/2021,"97,000",0.60,0.62,"96,400","97,000","95,900","159,240","15,446,280,000"
09/11/2021,"96,400",-1.00,-1.04,"97,400","97,600","96,000","184,590","17,794,476,000"
08/11/2021,"97,400",-0.20,-0.21,"97,600","98,500","97,300","168,790","16,440,146,000"
07/11/2021,"97,600",1.60,1.64,"96,000","97,800","96,000","216,990","21,178,224,000"
05/11/2021,"97,600",1.60,1.64,"96,000","97,800","96,000","216,990","21,178,224,000"
04/11/2021,"96,100",-0.60,-0.62,"96,100","96,700","95,200","268,010","25,755,761,000"
03/11/2021,"96,100",-0.60,-0.62,"96,100","96,700","95,200","268,010","25,755,761,000"
02/11/2021,"96,100",0.30,0.31,"95,800","97,000","95,500","210,910","20,268,451,000"
01/11/2021,"95,800",-1.10,-1.15,"96,900","97,400","95,600","285,580","27,358,564,000"
31/10/2021,"96,900",-1.10,-1.14,"98,000","98,000","96,900","238,270","23,088,363,000"
29/10/2021,"96,900",-1.10,-1.14,"98,000","98,000","96,900","238,270","23,088,363,000"
28/10/2021,"98,000",-0.20,-0.20,"98,200","98,400","97,200","164,470","16,118,060,000"
27/10/2021,"98,200",1.30,1.32,"96,900","98,200","96,500","232,670","22,848,194,000"
26/10/2021,"96,900",2.00,2.06,"94,900","96,900","94,300","185,570","17,981,733,000"
25/10/2021,"94,900",-1.30,-1.37,"96,200","96,200","94,900","293,850","27,886,365,000"
23/10/2021,"96,200",-0.50,-0.52,"96,700","97,400","96,100","202,340","19,465,108,000"
22/10/2021,"96,200",-0.50,-0.52,"96,700","97,400","96,100","202,340","19,465,108,000"
21/10/2021,"96,700",-0.90,-0.93,"97,600","98,500","96,700","228,360","22,082,412,000"
20/10/2021,"97,600",-1.00,-1.02,"98,600","99,500","96,600","224,860","21,946,336,000"
19/10/2021,"98,600",-0.40,-0.41,"99,000","99,500","98,600","153,430","15,128,198,000"
18/10/2021,"99,000",0.10,0.10,"98,900","100,000","98,600","226,410","22,414,590,000"
16/10/2021,"98,900",0.10,0.10,"98,800","100,100","98,400","170,250","16,837,725,000"
15/10/2021,"98,900",0.10,0.10,"98,800","100,100","98,400","170,250","16,837,725,000"
14/10/2021,"98,800",-0.60,-0.61,"99,400","100,000","98,400","182,420","18,023,096,000"
13/10/2021,"99,400",0.40,0.40,"99,000","101,500","98,500","323,250","32,131,050,000"
12/10/2021,"99,000",-0.20,-0.20,"99,200","99,200","98,500","112,530","11,140,470,000"
11/10/2021,"99,200",0.30,0.30,"98,900","99,300","98,300","229,550","22,771,360,000"
08/10/2021,"98,900",4.60,4.65,"94,300","99,500","94,400","830,560","82,142,384,000"
07/10/2021,"94,300",-0.10,-0.11,"94,400","95,000","94,100","149,700","14,116,710,000"
06/10/2021,"94,400",-0.20,-0.21,"94,400","94,700","93,700","157,130","14,833,072,000"
05/10/2021,"94,400",-0.20,-0.21,"94,600","96,000","94,400","139,280","13,148,032,000"
04/10/2021,"94,600",1.70,1.80,"92,900","95,200","92,400","227,780","21,547,988,000"
01/10/2021,"92,900",-0.10,-0.11,"93,000","93,100","92,500","105,540","9,804,666,000"
30/09/2021,"93,000",-0.20,-0.22,"93,200","93,900","93,000","99,690","9,271,170,000"
29/09/2021,"93,200",0.20,0.21,"93,000","93,400","92,300","117,740","10,973,368,000"
28/09/2021,"93,000",0.90,0.97,"92,100","93,000","91,500","139,350","12,959,550,000"
27/09/2021,"92,100",-0.60,-0.65,"92,700","93,500","92,100","154,610","14,239,581,000"
26/09/2021,"92,700",-0.40,-0.43,"93,100","93,200","92,700","144,900","13,432,230,000"
24/09/2021,"92,700",-0.40,-0.43,"93,100","93,200","92,700","144,900","13,432,230,000"
23/09/2021,"93,100",-0.10,-0.11,"93,200","93,800","93,000","139,420","12,980,002,000"
22/09/2021,"93,200",-0.30,-0.32,"93,500","93,400","92,700","202,720","18,893,504,000"
21/09/2021,"93,500",-0.90,-0.96,"94,400","94,000","92,500","269,710","25,217,885,000"
20/09/2021,"94,400",-1.30,-1.38,"95,700","96,200","94,100","252,610","23,846,384,000"
17/09/2021,"95,700",1.00,1.04,"94,700","97,000","95,400","332,570","31,826,949,000"
16/09/2021,"94,700",0.60,0.63,"94,100","95,000","94,200","192,470","18,226,909,000"
15/09/2021,"94,100",0.30,0.32,"93,800","94,400","93,300","169,010","15,903,841,000"
14/09/2021,"93,800",0.80,0.85,"93,000","94,700","93,000","252,320","23,667,616,000"
13/09/2021,"93,000",-0.50,-0.54,"93,500","94,000","92,900","160,000","14,880,000,000"
11/09/2021,"93,500",0.30,0.32,"93,200","94,400","93,400","144,010","13,464,935,000"
10/09/2021,"93,500",0.30,0.32,"93,200","94,400","93,400","144,010","13,464,935,000"
09/09/2021,"93,200",0.10,0.11,"93,100","93,900","92,800","139,370","12,989,284,000"
08/09/2021,"93,100",-0.40,-0.43,"93,500","94,200","92,800","145,380","13,534,878,000"
07/09/2021,"93,500",-1.40,-1.50,"94,900","95,300","93,500","229,060","21,417,110,000"
06/09/2021,"94,900",2.50,2.63,"92,400","94,900","92,300","301,300","28,593,370,000"
05/09/2021,"96,600",1.00,1.04,"95,600","96,000","94,700","248,560","24,010,896,000"
03/09/2021,"95,800",0.20,0.21,"95,600","96,000","94,700","360,720","34,556,976,000"
01/09/2021,"92,400",0.10,0.11,"92,400","93,000","92,100","135,330","12,504,492,000"
31/08/2021,"92,400",0.20,0.22,"92,200","93,200","92,000","192,980","17,831,352,000"
30/08/2021,"92,200",0.20,0.22,"92,000","93,000","92,100","149,480","13,782,056,000"
27/08/2021,"92,000",0.60,0.65,"91,400","92,000","90,600","189,620","17,445,040,000"
26/08/2021,"91,400",-0.50,-0.55,"91,900","92,900","91,200","175,870","16,074,518,000"
25/08/2021,"91,900",0.10,0.11,"91,900","92,400","91,000","134,400","12,351,360,000"
24/08/2021,"91,900",0.90,0.98,"91,000","92,000","89,900","308,150","28,318,985,000"
23/08/2021,"91,000",-1.80,-1.98,"92,800","92,500","91,000","343,660","31,273,060,000"
20/08/2021,"92,800",-1.70,-1.83,"94,500","94,700","91,100","434,930","40,361,504,000"
19/08/2021,"94,500",0.50,0.53,"94,000","95,000","93,800","272,160","25,719,120,000"
18/08/2021,"94,000",0.20,0.21,"93,800","94,900","93,800","195,100","18,339,400,000"
17/08/2021,"93,800",-0.80,-0.85,"94,600","94,600","93,500","280,170","26,279,946,000"
16/08/2021,"94,600",0.60,0.63,"94,000","95,200","94,400","190,680","18,038,328,000"
13/08/2021,"95,000",1.20,1.26,"93,800","95,000","93,000","361,870","34,377,650,000"
12/08/2021,"93,800",-2.30,-2.45,"96,100","96,000","93,400","839,940","78,786,372,000"
11/08/2021,"96,100",-1.70,-1.77,"97,800","97,800","96,100","488,320","46,927,552,000"
10/08/2021,"97,800",0.30,0.31,"97,500","98,400","97,600","268,070","26,217,246,000"
09/08/2021,"97,500",0.90,0.92,"96,600","97,700","95,900","293,450","28,611,375,000"
06/08/2021,"96,600",-0.10,-0.10,"96,600","97,200","95,800","341,390","32,978,274,000"
05/08/2021,"96,600",1.00,1.04,"95,600","97,000","94,900","248,560","24,010,896,000"
04/08/2021,"95,600",-0.20,-0.21,"95,800","96,200","94,900","281,840","26,943,904,000"
03/08/2021,"95,800",0.20,0.21,"95,600","96,000","94,700","360,720","34,556,976,000"
02/08/2021,"95,600",1.60,1.67,"94,000","96,600","94,000","427,590","40,877,604,000"
30/07/2021,"94,000",0.60,0.64,"93,400","94,800","92,800","452,590","42,543,460,000"
29/07/2021,"93,400",1.40,1.50,"92,000","93,900","91,700","371,290","34,678,486,000"
28/07/2021,"92,000",-1.20,-1.30,"93,200","93,700","91,700","334,670","30,789,640,000"
27/07/2021,"93,200",-0.50,-0.54,"93,700","94,900","92,500","500,700","46,665,240,000"
26/07/2021,"93,700",3.20,3.42,"90,500","93,900","90,200","577,310","54,093,947,000"
23/07/2021,"90,500",1.10,1.22,"89,400","92,900","88,700","675,570","61,139,085,000"
21/07/2021,"86,600",-0.20,-0.23,"86,800","87,900","86,100","323,630","28,026,358,000"
20/07/2021,"86,800",2.10,2.42,"84,700","86,800","83,900","255,370","22,166,116,000"
19/07/2021,"84,700",-2.10,-2.48,"86,800","86,400","84,500","328,880","27,856,136,000"
17/07/2021,"86,800",1.40,1.61,"85,400","88,000","85,500","228,570","19,839,876,000"
16/07/2021,"86,800",1.40,1.61,"85,400","88,000","85,500","228,570","19,839,876,000"
15/07/2021,"85,400",0.20,0.23,"85,200","86,600","84,700","271,460","23,182,684,000"
14/07/2021,"85,200",-1.80,-2.11,"87,000","87,600","84,700","243,350","20,733,420,000"
13/07/2021,"87,000",0.90,1.03,"86,100","87,300","85,000","220,740","19,204,380,000"
12/07/2021,"86,100",-3.60,-4.18,"89,700","89,700","83,600","676,440","58,241,484,000"
09/07/2021,"89,700",-0.10,-0.11,"89,800","92,000","88,800","294,700","26,434,590,000"
08/07/2021,"89,800",-0.70,-0.78,"90,500","90,500","89,000","237,540","21,331,092,000"
07/07/2021,"90,500",3.50,3.87,"87,000","91,000","85,000","491,020","44,437,310,000"
06/07/2021,"87,000",-5.70,-6.55,"92,700","93,000","87,000","264,050","22,972,350,000"
05/07/2021,"92,700",0.80,0.86,"91,900","95,000",0,"293,420","27,200,034,000"
02/07/2021,"91,900",3.00,3.26,"88,900","92,500","88,900","387,350","35,597,465,000"
01/07/2021,"88,900",0.90,1.01,"88,000","88,900","88,000","170,010","15,113,889,000"
30/06/2021,"88,000",-0.60,-0.68,"88,600","89,100","88,000","165,110","14,529,680,000"
29/06/2021,"88,600",2.90,3.27,"85,700","89,000","86,300","489,780","43,394,508,000"
28/06/2021,"85,700",0.50,0.58,"85,200","86,100","85,400","185,880","15,929,916,000"
25/06/2021,"85,200",0.50,0.59,"84,700","85,400","84,200","150,340","12,808,968,000"
24/06/2021,"84,700",-0.20,-0.24,"84,900","84,900","83,900","165,780","14,041,566,000"
23/06/2021,"84,900",-0.50,-0.59,"85,400","85,600","84,100","159,990","13,583,151,000"
22/06/2021,"85,400",-0.20,-0.23,"85,600","86,600","85,400","176,030","15,032,962,000"
21/06/2021,"85,600",3.00,3.50,"83,800","86,300","83,200","387,830","33,198,248,000"
18/06/2021,"83,800",1.20,1.43,"82,600","84,200","82,700","168,170","14,092,646,000"
17/06/2021,"82,600",-0.50,-0.61,"83,100","83,100","82,100","223,640","18,472,664,000"
16/06/2021,"83,100",-0.10,-0.12,"83,200","84,600","82,700","246,200","20,459,220,000"
15/06/2021,"83,600",-0.20,-0.24,"83,800","84,500","83,500","52,800","4,414,080,000"
14/06/2021,"83,800",0.30,0.36,"83,500","84,600","83,000","254,760","21,348,888,000"
11/06/2021,"83,500",1.60,1.92,"81,900","83,900","81,300","235,960","19,702,660,000"
10/06/2021,"81,900",0.20,0.24,"81,700","82,500","81,000","221,490","18,140,031,000"
09/06/2021,"81,700",0.90,1.10,"80,800","82,100","79,000","357,610","29,216,737,000"
08/06/2021,"80,800",-1.90,-2.35,"82,700","83,000","80,600","348,600","28,166,880,000"
07/06/2021,"82,700",-2.00,-2.42,"84,700","84,700","81,000","371,120","30,691,624,000"
04/06/2021,"84,700",-0.50,-0.59,"85,200","85,100","83,800","382,060","32,360,482,000"
03/06/2021,"85,200",-0.30,-0.35,"85,500","85,400","84,300","319,080","27,185,616,000"
02/06/2021,"85,500",-1.60,-1.87,"87,100","87,500","85,000","305,390","26,110,845,000"
01/06/2021,"87,100",2.80,3.21,"84,300","88,500","87,000","349,500","30,441,450,000"
31/05/2021,"97,900",20.80,21.25,"94,800","98,000","94,700","323,770","31,697,083,000"
28/05/2021,"94,800",1.00,1.05,"93,800","95,000","93,700","187,430","17,768,364,000"
27/05/2021,"93,800",-1.50,-1.60,"95,300","95,400","93,500","174,580","16,375,604,000"
26/05/2021,"95,300",1.50,1.57,"93,800","95,500","93,700","199,280","18,991,384,000"
25/05/2021,"93,800",0.30,0.32,"93,500","95,200","92,800","215,630","20,226,094,000"
24/05/2021,"93,500",-0.30,-0.32,"93,800","93,900","92,100","266,950","24,959,825,000"
23/05/2021,"93,800",-1.70,-1.81,"95,500","96,600","93,000","322,270","30,228,926,000"
21/05/2021,"93,800",-1.70,-1.81,"95,500","96,600","93,000","322,270","30,228,926,000"
20/05/2021,"95,500",4.70,4.92,"90,800","95,500","90,400","352,390","33,653,245,000"
19/05/2021,"90,800",3.80,4.19,"87,000","91,100","86,800","287,630","26,116,804,000"
18/05/2021,"87,000",1.30,1.49,"85,700","87,400","86,200","213,350","18,561,450,000"
17/05/2021,"85,700",0.90,1.05,"84,800","86,600","85,200","174,450","14,950,365,000"
16/05/2021,"84,800",0.80,0.94,"84,000","86,200","84,100","185,870","15,761,776,000"
14/05/2021,"84,800",0.80,0.94,"84,000","86,200","84,100","185,870","15,761,776,000"
13/05/2021,"84,000",-1.40,-1.67,"85,400","85,400","84,000","255,830","21,489,720,000"
12/05/2021,"85,400",0.20,0.23,"85,200","85,400","84,300","184,450","15,752,030,000"
11/05/2021,"85,200",-0.60,-0.70,"85,800","86,600","85,200","207,870","17,710,524,000"
10/05/2021,"85,800",2.80,3.26,"83,000","86,000","83,000","450,430","38,646,894,000"
09/05/2021,"83,000",0.30,0.36,"82,700","84,000","82,300","270,590","22,458,970,000"
07/05/2021,"83,000",0.30,0.36,"82,700","84,000","82,300","270,590","22,458,970,000"
06/05/2021,"82,700",-0.20,-0.24,"82,900","83,500","82,200","196,900","16,283,630,000"
05/05/2021,"82,900",0.10,0.12,"82,900","84,500","82,700","232,130","19,243,577,000"
04/05/2021,"82,900",2.00,2.41,"80,900","83,500","80,000","236,210","19,581,809,000"
03/05/2021,"85,000",5.30,6.24,"79,700","85,200","74,200","2,492,980","211,903,300,000"
30/04/2021,"80,900",0.10,0.12,"80,800","81,800","80,800","209,550","16,952,595,000"
29/04/2021,"80,900",0.10,0.12,"80,800","81,800","80,800","209,550","16,952,595,000"
28/04/2021,"80,800",0.10,0.12,"80,700","81,300","80,100","136,670","11,042,936,000"
27/04/2021,"80,700",-0.30,-0.37,"81,000","81,400","80,100","128,710","10,386,897,000"
26/04/2021,"81,000",-2.00,-2.47,"83,000","82,800","80,500","255,130","20,665,530,000"
25/04/2021,"83,000",3.00,3.61,"80,000","83,000","79,700","316,640","26,281,120,000"
23/04/2021,"83,000",3.00,3.61,"80,000","83,000","79,700","316,640","26,281,120,000"
22/04/2021,"80,000",-2.90,-3.63,"82,900","83,900","80,000","227,120","18,169,600,000"
21/04/2021,"82,900",1.40,1.69,"81,500","84,900","81,600","474,280","39,317,812,000"
20/04/2021,"82,900",1.40,1.69,"81,500","84,900","81,600","474,280","39,317,812,000"
19/04/2021,"81,500",1.80,2.21,"79,700","81,500","79,500","238,080","19,403,520,000"
16/04/2021,"79,700",-0.30,-0.38,"80,000","81,200","78,800","219,460","17,490,962,000"
15/04/2021,"80,000",-1.00,-1.25,"81,000","81,400","79,800","209,620","16,769,600,000"
14/04/2021,"81,000",0.30,0.37,"80,700","81,000","79,500","253,060","20,497,860,000"
13/04/2021,"80,700",-1.40,-1.73,"82,100","82,200","80,500","203,810","16,447,467,000"
12/04/2021,"82,100",0.00,0.00,"82,100","82,400","81,500","202,250","16,604,725,000"
11/04/2021,"80,000",0.40,0.50,"79,600","83,000","79,900","1,193,880","95,510,400,000"
09/04/2021,"82,100",2.50,3.05,"79,600","83,000","79,900","397,040","32,596,984,000"
08/04/2021,"79,600",0.10,0.13,"79,600","80,600","79,500","160,980","12,814,008,000"
07/04/2021,"79,600",0.20,0.25,"79,400","79,700","79,100","150,380","11,970,248,000"
06/04/2021,"79,400",-0.20,-0.25,"79,600","80,000","79,100","150,580","11,956,052,000"
05/04/2021,"79,600",-0.20,-0.25,"79,800","80,500","78,900","148,700","11,836,520,000"
02/04/2021,"79,800",0.10,0.13,"79,700","80,500","79,800","195,020","15,562,596,000"
01/04/2021,"79,700",2.00,2.51,"77,700","79,700","77,900","250,090","19,932,173,000"
31/03/2021,"77,700",0.60,0.77,"77,100","78,100","76,600","137,340","10,671,318,000"
30/03/2021,"77,100",-0.50,-0.65,"77,600","78,000","77,000","151,250","11,661,375,000"
29/03/2021,"77,600",1.50,1.93,"76,100","78,100","76,100","199,770","15,502,152,000"
26/03/2021,"76,100",-0.50,-0.66,"76,600","76,800","74,500","267,260","20,338,486,000"
25/03/2021,"76,600",-0.40,-0.52,"77,000","77,500","76,500","230,540","17,659,364,000"
24/03/2021,"77,000",-1.80,-2.34,"78,800","78,900","76,500","248,010","19,096,770,000"
23/03/2021,"78,800",0.10,0.13,"78,700","80,000","78,300","220,170","17,349,396,000"
22/03/2021,"78,700",-1.10,-1.40,"79,800","79,600","78,300","208,480","16,407,376,000"
